ACQ_DATE,ACQ_YEAR,BPL_ID,CALC_AC,CL_UNIQUEI,CONS1_TYPE,CONS2_TYPE,DEPT_ID,DESIGNATIO,ECO_RESERV,EDITOR,FMPROCSS,FMUPDDAT,GAP_STATUS,name,HOLD1_TYPE,HOLD2_NAME,HOLD2_TYPE,IFW_ID,IUCN_STATU,LMF_ID,NOTE_,PARCEL_NAM,PROJECT,PUB_ACCESS,PURPOSE1,PURPOSE2,REVIEW,RPT_AC,geometry,homepage,founded,acres_owned,acres_under_easement,num_staff,membership
,2006,,155.6954147,5005,Easement,,2077,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Hungry Island,Hungry Island,Contact landowner for additional information,,,,0,"POLYGON ((470594.3103 4872083.9528, 470545.9071000004 4871973.945599999, 470449.1007000003 4871929.9427, 470400.6974999998 4871894.7403, 470387.4967 4871828.736, 470325.8925999999 4871718.728700001, 470295.0905999998 4871639.523499999, 470325.8925999999 4871613.1217, 470268.6887999997 4871582.319700001, 470176.2827000003 4871586.720000001, 470088.2768999999 4871485.5133, 469995.8707999997 4871419.509, 469934.2666999996 4871388.706900001, 469890.2637999998 4871445.910700001, 469969.4691000003 4871511.915100001, 469969.4691000003 4871604.3212, 469973.8693000004 4871811.1348, 469987.0702 4871960.7447, 470004.6714000003 4872127.955700001, 470026.6727999998 4872220.3618, 470057.4748999998 4872290.7665, 470070.6756999996 4872427.1755, 470075.0760000004 4872567.9848, 470132.2797999997 4872691.1929, 470189.4835999999 4872770.3982, 470176.2827000003 4872858.403999999, 470211.4850000003 4872959.6107, 470299.4908999996 4872981.6121, 470352.2943000002 4873025.615, 470413.8984000003 4873069.617900001, 470462.3015999999 4873113.6208, 470471.1021999996 4873065.217599999, 470550.3074000003 4873025.615, 470611.9115000004 4872972.8115, 470589.9100000001 4872933.208900001, 470515.1051000003 4872911.2075, 470523.9057 4872862.804300001, 470563.5082999999 4872810.000800001, 470567.9085999997 4872730.795600001, 470616.3118000003 4872669.191500001, 470625.1124 4872585.585999999, 470633.9128999999 4872449.176999999, 470616.3118000003 4872352.3706, 470550.3074000003 4872312.767899999, 470519.5054000001 4872325.968800001, 470572.3088999996 4872378.772299999, 470598.7105999999 4872462.377800001, 470598.7105999999 4872519.581599999, 470572.3088999996 4872603.187100001, 470510.7048000004 4872620.7883, 470444.7004000004 4872567.9848, 470391.8969999999 4872479.979, 470374.2958000004 4872409.5743, 470435.8998999996 4872374.372, 470440.3000999996 4872251.163899999, 470493.1036 4872259.964500001, 470497.5038999999 4872185.159499999, 470435.8998999996 4872132.356000001, 470493.1036 4872097.1537, 470545.9071000004 4872114.754899999, 470594.3103 4872083.9528))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1993,,50.2869389,5086,Easement,,1245,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Hunters Beach,Hunters Beach,Contact landowner for additional information,,,,0,"POLYGON ((562286.4897999996 4905655.8477, 562305.6804 4905344.849099999, 562295.8678000001 4905332.848999999, 562288.0552000003 4905320.8489, 562277.4928000001 4905280.8489, 562267.2428000001 4905258.8488, 562265.6804 4905247.8488, 562267.4929999998 4905239.8488, 562255.7432000004 4905189.8488, 562254.0557000004 4905182.8488, 562238.9930999996 4905159.8486, 562235.4930999996 4905148.8486, 562239.2433000002 4905129.8487, 562229.2434 4905100.8486, 562196.9933000002 4905031.848300001, 562189.2433000002 4905016.848200001, 562186.2433000002 4905004.848200001, 562186.4934999999 4904985.848300001, 562181.6809 4904979.848200001, 562163.5557000004 4904964.847899999, 562150.3680999996 4904940.8478, 562143.0554999998 4904936.8477, 562129.6802000003 4904933.8475, 562126.1802000003 4904923.8475, 562038.6777999997 4904995.845799999, 561902.6520999996 4904972.0482, 561907.3602 4904991.637399999, 561925.1123000002 4905065.5002, 561991.1147999996 4905340.122099999, 562004.7269000001 4905369.047900001, 562103.4153000005 4905496.6621, 562106.8180999998 4905525.5876, 562111.9223999996 4905564.7223, 562130.6391000003 4905593.6481, 562139.1464 4905637.8872, 562132.3399999999 4905675.3202, 562135.7429 4905695.7382, 562135.7424999997 4905733.1713, 562105.1136999996 4905859.081900001, 562065.9774000002 4905956.0668, 562051.4541999996 4905991.9911, 562068.8573000003 4905993.843499999, 562166.6721999999 4905932.845100001, 562186.1739999996 4905782.845799999, 562286.4897999996 4905655.8477))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2012,,24.11387615,5180,Easement,,2701,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Hyatt Property,Hyatt Property,No public access,,,,0,"POLYGON ((518836.4050000003 4919538.885199999, 518831.7744000005 4919544.428099999, 518824.7756000003 4919597.9387, 518809.5795999998 4919714.482100001, 518755.5131999999 4919753.5573, 518718.9386999998 4919820.7169, 518815.2040999997 4919902.0833, 519045.7911 4919754.8225, 519059.3125 4919465.0002, 519052.0235000001 4919468.987500001, 519041.0313999997 4919467.0002, 519028.2501999997 4919452.0002, 519016.7187000001 4919433.0002, 519010.6875 4919411.5002, 519000.3437000001 4919403.0002, 518993.0313999997 4919392.0002, 518967.4375 4919394.5002, 518940.0313999997 4919384.0002, 518933.5237999996 4919389.327199999, 518930.8912000004 4919402.7404, 518938.8096000003 4919443.6986, 518941.7604 4919458.8972, 518937.9881999996 4919477.900800001, 518926.2556999996 4919478.4311, 518900.5053000003 4919466.6315, 518887.4063999997 4919464.0002, 518875.2187000001 4919468.0002, 518867.0465000002 4919481.872199999, 518859.3650000002 4919494.9111, 518855.8181999996 4919502.536499999, 518841.6514999997 4919532.604699999, 518839.4774000002 4919535.2072, 518836.4050000003 4919538.885199999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1991,,26.35754886,5084,Easement,,1127,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Indian Point (Maguire),Indian Point (Maguire),No public access,,,,0,"POLYGON ((548771.1908 4914215.149499999, 548782.0657000002 4914221.149599999, 548797.2531000003 4914230.149700001, 548851.0648999996 4914287.6502, 548872.9396000002 4914300.6504, 548892.3770000003 4914308.150599999, 548918.5642999997 4914314.150900001, 548952.6890000002 4914317.6513, 548968.9389000004 4914317.6515, 549017.6282000002 4913973.6534, 549050.3169 4913742.1546, 549024.5673000002 4913717.6544, 548998.5675999997 4913688.654200001, 548977.8178000003 4913670.653999999, 548924.6931999996 4913666.1533, 548771.1908 4914215.149499999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2008,,65.96171897,5245,Easement,,2253,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Ingallshore,Ingallshore,No public access,,,,0,"POLYGON ((550930.3397000004 4899180.951400001, 550967.2588 4899099.8411, 551007.2506999997 4899015.7434, 550898.9228999997 4898953.1876, 551088.4873000002 4898610.865700001, 551074.5104 4898539.2794, 551045.3254000004 4898456.129799999, 551044.2241000002 4898437.407400001, 551017.9431999996 4898371.513800001, 551016.4177999999 4898367.689099999, 550984.8861999996 4898361.5967, 550921.0903000003 4898349.270400001, 550923.6014999999 4898369.7357, 550924.7262000004 4898393.7356, 550922.2879999997 4898448.735099999, 550918.5378 4898470.7349, 550914.1001000004 4898485.7347, 550896.2247000001 4898519.734200001, 550880.7244999995 4898538.733899999, 550876.5369999995 4898539.7338, 550863.0996000003 4898535.7337, 550848.5372000001 4898536.7335, 550828.9121000003 4898543.7333, 550794.5368999997 4898569.7327, 550775.0368999997 4898573.7324, 550740.7871000003 4898572.732100001, 550733.0372000001 4898563.732000001, 550712.2254999997 4898507.7323, 550703.7255999995 4898498.7322, 550692.2257000003 4898493.7322, 550675.0382000003 4898497.731899999, 550659.7257000003 4898505.731699999, 550647.4129999997 4898519.7315, 550638.7253999999 4898536.7312, 550614.7251000004 4898562.730699999, 550544.0996000003 4898624.729499999, 550523.5363999996 4898680.728800001, 550502.0362 4898704.7283, 550496.4111000001 4898717.7282, 550496.2858999996 4898728.7281, 550499.7856999999 4898741.728, 550494.2230000002 4898764.7278, 550499.0354000004 4898772.727700001, 550524.0351999998 4898775.728, 550535.5351 4898782.7281, 550544.4096999997 4898808.728, 550552.9096999997 4898810.728, 550563.9096999997 4898807.7282, 550579.2221999997 4898801.728399999, 550595.7220999999 4898806.728499999, 550608.4095000001 4898814.728599999, 550633.2843000004 4898816.7289, 550644.7841999996 4898826.7289, 550668.2209999999 4898872.728800001, 550685.0955999997 4898899.728800001, 550699.0329 4898916.728800001, 550699.7505999999 4898920.557, 550700.7202000003 4898925.728700001, 550692.0323999999 4898951.728399999, 550673.4071000004 4898986.7279, 550683.2813999997 4899039.727600001, 550707.9056000002 4899090.727499999, 550716.7801999999 4899119.727299999, 550735.0300000003 4899133.727399999, 550769.5296 4899154.727600001, 550768.6960000005 4899157.487, 550767.7170000002 4899160.727600001, 550760.2795000002 4899164.227499999, 550730.4046 4899167.7271, 550712.3057000004 4899167.7269, 550719.1788999997 4899237.1537, 550780.2059000004 4899232.057, 550813.9866000004 4899229.638699999, 550908.7460000003 4899216.4628, 550930.3397000004 4899180.951400001))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1998,,8.1241175,5103,Fee,,1757,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Inner Baker Island,Inner Baker Island,Contact landowner for additional information,,,,0,"POLYGON ((546086.0608999999 4885927.743799999, 546088.6289999997 4885911.990499999, 546094.1913999999 4885894.0009, 546093.0691 4885879.976199999, 546107.2494999999 4885858.9965, 546109.7561999997 4885847.0034, 546098.8689999999 4885833.0033, 546087.9490999999 4885829.9968, 546072.6874000002 4885832.5035, 546046.3092 4885858.9965, 545983.9435000001 4885880.484099999, 545941.7465000004 4885902.495999999, 545905.2757000001 4885926.7402, 545875.3831000002 4885961.0033, 545865.5034999996 4885979.984099999, 545871.4918999998 4886000.4969, 545868.3788999999 4886009.4835, 545860.3835000005 4886022.476, 545860.9324000003 4886028.497099999, 545871.1887999997 4886043.996400001, 545891.1935999999 4886062.9937, 545896.6167000001 4886064.0013, 545927.1892999997 4886054.4904, 545952.1995000001 4886056.997099999, 545961.3090000004 4886057.9965, 546002.3098999998 4886037.4838, 546018.1859999998 4886025.9904, 546026.8695 4886008.9838, 546032.3663999997 4886004.486400001, 546040.9434000002 4886000.9966, 546059.8096000003 4886006.501599999, 546067.1168 4886004.486400001, 546076.3738000002 4885993.0012, 546081.9362000003 4885975.0034, 546081.4364999998 4885961.0033, 546079.1180999996 4885948.494100001, 546086.0608999999 4885927.743799999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1993,,4.31425919,5033,Fee,,1219,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Inner Bar Island,Inner Bar Island,Contact landowner for additional information,,,,0,"POLYGON ((582686.125 4916242, 582689.6875 4916248, 582701.125 4916258, 582708.25 4916276.5, 582714.8125 4916284.5, 582725.8125 4916286.5, 582732.4375 4916291.5, 582741.375 4916307, 582748.0625 4916308.5, 582752.875 4916315.5, 582791.625 4916332.5, 582808.5 4916348, 582812.5625 4916364, 582816.75 4916371, 582840.5 4916375, 582850.25 4916372, 582860.125 4916362.5, 582866.1875 4916364.5, 582868.5625 4916373.5, 582875.8125 4916377, 582883.75 4916378, 582888 4916375.5, 582884.4375 4916369.5, 582884.5 4916364, 582891.3125 4916357, 582892.0625 4916346.5, 582883.6875 4916331, 582867.8125 4916333, 582872.75 4916328, 582863.8125 4916314.5, 582867.625 4916300.5, 582865.25 4916293.5, 582839 4916296.5, 582813.125 4916272.5, 582783.125 4916231.5, 582780.875 4916219, 582773.6875 4916207, 582779.625 4916174.5, 582787.6875 4916161, 582782.875 4916153.5, 582773.8125 4916152, 582766.375 4916158, 582752.9375 4916162.5, 582741.875 4916171, 582738.625 4916183, 582727.5625 4916194, 582715.5625 4916229, 582692.8125 4916242, 582686.125 4916242))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2014,,1.05715295,7683,Fee,,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest 1,Irony Island,Irony Island,Contact landowner for additional information: Do not promote/publish without permission,,,,0,"POLYGON ((416462.1875 4848476.5, 416449.25 4848464.5, 416441.875 4848458.5, 416431.4375 4848453, 416426.1562999999 4848477, 416426.8437999999 4848483.5, 416433.6562999999 4848493.5, 416450.9687999999 4848517, 416461.4687999999 4848531.5, 416471.375 4848546, 416483.7187999999 4848561.5, 416492.375 4848574.5, 416500.4687999999 4848590.5, 416508.5 4848603, 416511.6875 4848616, 416514.8125 4848623, 416520.9062999999 4848623, 416521.4062999999 4848612.5, 416508.875 4848575.5, 416499.5 4848553, 416492 4848533.5, 416490.0937999999 4848524.5, 416484.375 4848501, 416476.2812999999 4848484.5, 416462.1875 4848476.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2007,,0.76349385,5039,Fee,,2424,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Jeds Island,Jeds Island,Contact landowner for additional information,,,,0,"POLYGON ((541006.3125 4917257.5, 541018 4917246, 541020.5 4917239, 541016.9375 4917224.5, 540998.75 4917210.5, 540987.8125 4917205.5, 540980.5 4917205, 540973.75 4917208, 540965.8125 4917215, 540955.75 4917256, 540967.8125 4917273, 540976.375 4917275, 540999 4917264, 541006.3125 4917257.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2007,,11.84828991,5040,Fee,,2424,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Jeds Island,Jeds Island,Contact landowner for additional information,,,,0,"POLYGON ((540954.75 4917577, 540957.3125 4917557, 540949.6875 4917518.5, 540944.3125 4917504.5, 540945.5625 4917495.5, 540941.375 4917483, 540934.125 4917477, 540907.375 4917467, 540900.0625 4917461, 540885.125 4917424, 540870.5625 4917410, 540852.875 4917408, 540844.4375 4917396, 540837.75 4917393.5, 540820.625 4917399.5, 540790.1875 4917396, 540778.6875 4917388.5, 540770.75 4917389.5, 540747.375 4917414.5, 540717.125 4917468, 540711.5625 4917487, 540709.5 4917513, 540714.25 4917539.5, 540722.0625 4917554, 540731.125 4917562.5, 540766.375 4917578, 540771.1875 4917587, 540777.125 4917609.5, 540788.0625 4917616, 540798.4375 4917617, 540824.6875 4917606, 540839.25 4917619, 540859.75 4917649, 540870.5625 4917676.5, 540875.4375 4917681, 540937.6875 4917669.5, 540949.9375 4917654.5, 540957.5 4917619, 540954.75 4917577))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1990,,4.58827772,5140,Fee,,1558,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Jim's Head,Jims Head,Contact landowner for additional information,,,,0,"POLYGON ((654305.0931000002 4958399.061799999, 654463.8505999995 4958359.340600001, 654461.2938999999 4958354.648800001, 654458.4419999998 4958348.4153, 654443.2301000003 4958318.9241, 654440.9773000004 4958294.9297, 654397.9119999995 4958273.933599999, 654375.4166999999 4958269.9277, 654363.9232999999 4958327.927100001, 654319.9732999997 4958265.913699999, 654279.9798999997 4958313.926999999, 654272.9921000004 4958355.9274, 654258.4186000004 4958354.9197, 654260.6140000001 4958375.924000001, 654237.4879999999 4958364.914000001, 654225.9291000003 4958382.92, 654234.2439999999 4958403.916099999, 654245.1785000004 4958414.0634, 654305.0931000002 4958399.061799999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2007,,62.25786586,5214,Fee,,2340,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Johnson Point,Johnson Point,Contact landowner for additional information,,,,0,"POLYGON ((624276.7220000001 4944765.5769, 624287.3778999997 4944764.8562, 624289.2313000001 4944754.4398, 624298.5322000002 4944741.988600001, 624299.5822999999 4944728.0372, 624305.0906999996 4944719.1917, 624303.2385999998 4944701.7292, 624308.0011 4944698.8188, 624311.4407000002 4944690.0875, 624292.6552999998 4944663.364499999, 624287.8926999997 4944638.2291, 624288.6881999997 4944610.897600001, 624288.1573000001 4944596.1602, 624293.449 4944585.047700001, 624297.1531999996 4944582.1373, 624315.1448999997 4944578.962300001, 624329.9616 4944571.2893, 624358.5366000002 4944564.4102, 624372.9665000001 4944543.713, 624377.3221000005 4944534.776799999, 624381.3218 4944512.7083, 624381.5554 4944488.4746, 624384.9557999996 4944451.4331, 624384.7303999998 4944410.4224, 624388.2922 4944389.5108, 624388.1699999999 4944381.0536, 624392.6679999996 4944370.7348, 624411.9825999998 4944349.3035, 624412.8207999999 4944253.3377, 624411.1887999997 4944246.3804, 624416.2159000002 4944236.326199999, 624434.7368000001 4944226.536599999, 624458.9852 4944216.966399999, 624465.6930999998 4944210.926100001, 624475.7472999999 4944193.198999999, 624478.6577000003 4944178.117699999, 624477.0702 4944169.9156, 624467.2806000002 4944165.153100001, 624453.2577 4944163.8302, 624442.4096999997 4944167.534399999, 624423.0950999996 4944168.0635, 624410.9242000002 4944165.4177, 624401.4058999997 4944158.85, 624397.6950000003 4944138.4301, 624400.6054999996 4944116.469699999, 624415.6867000004 4944090.275900001, 624422.0367999999 4944074.6654, 624411.1887999997 4944070.696699999, 624407.4272999996 4944061.471999999, 624403.7805000003 4944055.6154, 624388.4346000003 4944038.682, 624383.5857999995 4944028.935799999, 624381.2907999996 4944012.2236, 624393.2131000003 4943993.5144, 624396.9013 4943979.944399999, 624398.3673999999 4943969.5842, 624291.9323000005 4943990.772, 624288.1174999997 4944002.141799999, 624283.3137999997 4944014.9516, 624276.9089000002 4944027.761499999, 624276.3751999997 4944037.368899999, 624274.7739000004 4944048.0437, 624278.5100999996 4944065.123600001, 624280.1113999998 4944093.945699999, 624279.5776000004 4944109.4243, 624261.4303000001 4944126.5041, 624240.6142999995 4944140.3814, 624235.2768999999 4944146.7864, 624228.3382000001 4944159.5962, 624233.1419000002 4944167.602399999, 624232.6081999997 4944181.479699999, 624223.0007999996 4944190.0196, 624209.6572000002 4944192.6884, 624197.9148000004 4944193.755799999, 624194.1786000002 4944203.3632, 624186.1723999996 4944222.578, 624172.8289000001 4944249.2652, 624160.0190000003 4944267.4125, 624149.4056000002 4944272.1699, 624140.0707999999 4944278.534600001, 624127.5537 4944282.7776, 624113.7637 4944286.808599999, 624100.398 4944291.0516, 624082.7893000003 4944304.841700001, 624064.7561999997 4944319.4803, 624048.5467999997 4944332.2115, 624035.2668000003 4944342.6051, 624020.6281000003 4944353.6371, 624007.2624000004 4944363.820499999, 623993.4724000003 4944374.428200001, 623985.8349000001 4944390.764, 623983.5011999998 4944398.613700001, 623976.0757999998 4944436.164999999, 623975.2873 4944444.8902, 623971.8327000001 4944470.9582, 623962.0735999998 4944486.2333, 623954.8603999997 4944495.355900001, 623948.7078999998 4944502.357000001, 623932.5842000004 4944517.207800001, 623921.1278999997 4944528.664100001, 623915.6118999999 4944540.5447, 623918.5821000002 4944561.9723, 623920.6326000001 4944581.526900001, 623922.5028999997 4944597.2663, 623917.6993000004 4944615.4135, 623914.4967999998 4944624.487199999, 623910.7605999997 4944633.560799999, 623905.4231000002 4944645.8369, 623897.9506999999 4944657.579299999, 623888.8771000002 4944671.9904, 623884.0734000001 4944692.272700001, 623881.4046999998 4944713.0887, 623880.8709000004 4944730.168500001, 623886.7421000004 4944747.782, 623894.7483000001 4944763.260600001, 623902.2207000004 4944780.874199999, 623907.0208999999 4944793.102700001, 624276.7220000001 4944765.5769))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
