ACQ_DATE,ACQ_YEAR,BPL_ID,CALC_AC,CL_UNIQUEI,CONS1_TYPE,CONS2_TYPE,DEPT_ID,DESIGNATIO,ECO_RESERV,EDITOR,FMPROCSS,FMUPDDAT,GAP_STATUS,name,HOLD1_TYPE,HOLD2_NAME,HOLD2_TYPE,IFW_ID,IUCN_STATU,LMF_ID,NOTE_,PARCEL_NAM,PROJECT,PUB_ACCESS,PURPOSE1,PURPOSE2,REVIEW,RPT_AC,geometry,homepage,founded,acres_owned,acres_under_easement,num_staff,membership
,2015,,0.22105507,10941,Fee,Easement,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,5/20/16,,Maine Coast Heritage Trust,Private,Maine Coast Heritage Trust,Private,,,,Data provided by Interest 1,Harriman Point,Harriman Point,,,,,0,"POLYGON ((536869.5625 4905411.5, 536868.5 4905386.5, 536861.8125 4905380, 536850.1875 4905385.5, 536842.75 4905408.5, 536843.3125 4905417.5, 536850.625 4905425, 536866.5 4905419, 536869.5625 4905411.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2015,,146.7367996,10938,Fee,Easement,,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,5/20/16,,Maine Coast Heritage Trust,Private,Maine Coast Heritage Trust,Private,,,,Data provided by Interest 1,Harriman Point,Harriman Point,,,,,0,"POLYGON ((537037.0790999997 4904128.9121, 537038.7575000003 4904131.509, 537051.3125 4904146.5, 537061.5 4904171, 537068.5451999996 4904203.7259, 537068.8269999996 4904205.0351, 537069.25 4904207, 537075.6875 4904261, 537068.875 4904276.5, 537065.75 4904293.5, 537065.5625 4904324, 537056.8125 4904363, 537031.0625 4904391, 537017.625 4904397.5, 537005.9375 4904417.5, 536999.6875 4904445, 536986.75 4904471, 536967.75 4904496, 536960.3125 4904515.5, 536957.125 4904546, 536957.4375 4904593.5, 536952.9375 4904646.5, 536938.625 4904697, 536921.9375 4904735.5, 536873.5 4904788, 536853.8125 4904825, 536844.5 4904852, 536845.5 4904897, 536857.5625 4904927, 536876.3125 4904950, 536872.9375 4905015.5, 536879.5 4905035, 536872.125 4905049.5, 536858.0625 4905062.5, 536839.125 4905065.5, 536834.8125 4905072.5, 536845.125 4905088, 536837.625 4905120.5, 536846.6875 4905137, 536858.1875 4905150.5, 536858.6875 4905163.5, 536834.75 4905202, 536833.4375 4905221.5, 536843.125 4905232.5, 536843.0625 4905239.5, 536816.0625 4905268, 536813.5625 4905284.5, 536816.5 4905300.5, 536823.1875 4905307, 536831.125 4905304, 536854.4375 4905279.5, 536873.375 4905272.5, 536892.25 4905277, 536926.1875 4905308.5, 536945.0625 4905322.5, 536973.6875 4905324, 536992 4905320.5, 537025.4375 4905332.5, 537046.1875 4905331.5, 537060.875 4905326, 537088.4375 4905298, 537101.25 4905294, 537145.75 4905295.5, 537165.25 4905301.5, 537179.8125 4905313, 537199.75 4905341.5, 537211.9375 4905346, 537218.625 4905341.5, 537245.6875 4905297.5, 537278.25 4905253.5, 537314.3125 4905234, 537362.5625 4905220, 537382.6875 4905219.5, 537391.1875 4905226, 537402.75 4905228, 537418.625 4905222.5, 537427.8125 4905214.5, 537432.3125 4905172, 537444 4905154.5, 537437.375 4905141.5, 537405.8125 4905116, 537396.6875 4905103.5, 537382.375 4905046, 537372.125 4905022.5, 537363.75 4904993.5, 537359.625 4904971.5, 537369.4375 4904954, 537375.8125 4904907, 537387.0625 4904852.5, 537400 4904825.5, 537411.0625 4904810, 537423.9375 4904804, 537439.75 4904804.5, 537450.0625 4904810.5, 537459.25 4904807.5, 537464.1875 4904800.5, 537467.3125 4904784, 537475.25 4904775, 537496.625 4904772, 537500.3125 4904766, 537512.125 4904725, 537521.9375 4904710.5, 537531.75 4904705.5, 537549.375 4904709.5, 537559.125 4904706.5, 537562.9375 4904676.5, 537575.1875 4904666, 537582.625 4904651, 537587.5625 4904633.5, 537582.75 4904625, 537573.625 4904619.5, 537554.25 4904601.5, 537511.875 4904543.5, 537444.3125 4904412, 537428.0625 4904362.5, 537415.625 4904299, 537399.375 4904254.5, 537366.25 4904180, 537364.6094000004 4904153.750299999, 537364.0493999999 4904137.7948, 537342.9334000004 4904128.0253, 537315.2761000004 4904115.7446, 537313.2851999998 4904076.475299999, 537108.6651999997 4904135.9396, 537114.1557 4903989.3989, 537040.1918000001 4904123.5913, 537037.0790999997 4904128.9121))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1985,,98.51572632,5192,Fee,,1168,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1; CAP,Hatch Natural Area,Witherle Woods,"Allowed for general uses, contact owner for details: Certain restrictions may apply - time, activity,",,,,0,"POLYGON ((514254.8090000004 4915759.4724, 515032.9912 4915253.807399999, 515099.4888000004 4915210.586300001, 515054.5697999997 4915177.433800001, 515009.7269000001 4915206.186699999, 514815.1924999999 4915332.7664, 514771.4989 4915360.988500001, 514680.5767000001 4915273.6973, 514739.6213999996 4915233.542400001, 515004.9868999999 4915052.475299999, 515035.6337000001 4915032.1974, 514969.8647999996 4914970.780300001, 515014.5455999998 4914920.5144, 514984.5336999996 4914882.7315, 514977.7495999997 4914874.1909, 515039.4101999998 4914809.417199999, 515026 4914800.9998, 514981.0595000004 4914841.6107, 514935.7641000003 4914886.5088, 514903.1688999999 4914918.8181, 514878.4648000002 4914904.3353, 514736.6840000004 4914821.372300001, 514663.1960000005 4914872.384, 514583.4784000004 4914926.7415, 514293.0054000001 4915125.2334, 514290.6266000001 4915161.9955, 514287.9045000002 4915215.5243, 514287.8187999995 4915220.1116, 514290.6079000002 4915258.359999999, 514287.875 4915282, 514272.5313999997 4915325.5001, 514232.7187999999 4915412.4999, 514225.1969999997 4915446.679400001, 514214.2813999997 4915479, 514212.4385000002 4915503.9904, 514206.1798999999 4915573.3939, 514204.6114999996 4915587.516000001, 514198.0625999998 4915621.5, 514194.3126999997 4915657, 514198.5316000003 4915684.5002, 514205.8125999998 4915704.0001, 514244.7189999996 4915751.4998, 514254.8090000004 4915759.4724))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1998,,20.11732179,4959,Fee,,1768,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Hen Island,Hen Island,Contact landowner for additional information,,,,0,"POLYGON ((515956.6835000003 4882907.984099999, 515946.3125 4882913.497300001, 515920.7125000004 4882911.99, 515898.1763000004 4882901.496099999, 515890.8689999999 4882902.503699999, 515889.034 4882907.0011, 515896.9064999996 4882931.9867, 515893.8591 4882939.490499999, 515881.6119999997 4882942.497, 515870.6593000004 4882940.49, 515854.8323999997 4882932.486400001, 515838.4073999999 4882920.501499999, 515826.2423 4882898.997500001, 515815.9368000003 4882885.9968, 515803.7471000003 4882884.4977, 515794.5883999998 4882887.5041, 515782.3660000004 4882902.004000001, 515773.1990999999 4882916.0041, 515776.2138 4882928.9966, 515781.6859999998 4882932.486400001, 515778.5894999998 4882944.5041, 515781.6123000002 4882951.4836, 515820.0574000003 4882949.5012, 515834.0575000001 4882951.9915, 515840.7422000002 4882961.486099999, 515838.3091000002 4882965.4838, 515830.3793000001 4882968.9899, 515793.1875999998 4882968.4902, 515778.5239000004 4882975.994100001, 515775.4192000004 4883005.4935, 515714.8393000001 4883097.9976, 515695.8666000003 4883134.5011, 515690.3370000003 4883160.486099999, 515690.9431999996 4883167.4903, 515695.7764999997 4883173.0035, 515701.8631999996 4883173.4868, 515710.9562999997 4883195.490499999, 515724.3338000001 4883211.997400001, 515732.2719000001 4883216.0033, 515757.2493000003 4883217.486099999, 515799.9378000004 4883213.4966, 515826.8075999999 4883188.486400001, 515835.3436000003 4883192.9838, 515835.3191 4883212.497099999, 515838.3337000003 4883218.4937, 515848.0822000001 4883221.9835, 515888.3295 4883215.503599999, 515899.3068000004 4883206.0009, 515893.2364999996 4883195.9903, 515895.0878999997 4883189.494000001, 515901.1990999999 4883187.9867, 515910.3332000002 4883190.501599999, 515921.3432 4883176.501499999, 515942.0936000003 4883167.4903, 515950.0234000003 4883158.503699999, 515954.3079000004 4883147.4936, 515951.2768000001 4883138.9903, 515934.8682000004 4883125.989600001, 515936.7196000004 4883109.990599999, 515941.6184 4883103.994100001, 515956.2494000001 4883102.0034, 515971.4864999996 4883093.9835, 516006.2533 4883094.9911, 516012.9790000003 4883092.4761, 516011.1766999997 4883072.5041, 516013.0280999998 4883069.4976, 516023.9972000001 4883068.989700001, 516032.5333000002 4883071.496400001, 516042.8960999995 4883061.494000001, 516053.8733999999 4883057.496300001, 516075.2136000004 4883059.9867, 516080.0877999999 4883057.995999999, 516081.9638 4883045.986500001, 516088.6893999996 4883038.490900001, 516088.7139999997 4883025.9899, 516071.1094000004 4883003.486500001, 516066.8332000002 4882985.9965, 516071.7893000003 4882967.490800001, 516039.5537999999 4882925.9901, 516035.3021999998 4882915.496200001, 516008.5225 4882895.991, 516001.8377999999 4882884.997400001, 516009.1860999996 4882879.000800001, 516011.6190999998 4882872.496400001, 516009.2187999999 4882866.491599999, 516002.5259999996 4882861.486300001, 515987.9031999996 4882860.003599999, 515978.1138000004 4882863.501599999, 515976.2788000004 4882869.4899, 515979.9324000003 4882877.4935, 515985.3964999998 4882882.490599999, 515988.4439000003 4882892.5012, 515984.7493000003 4882903.0034, 515973.7474999996 4882907.500800001, 515956.6835000003 4882907.984099999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1989,,0.26242601,4940,Easement,,1937,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Henry Cove,Henry Cove,Contact landowner for additional information,,,,0,"POLYGON ((518163.75 4908898, 518175.3437999999 4908887.5, 518179.6562999999 4908876.5, 518175.4062999999 4908861, 518170.5625 4908852, 518162.625 4908852, 518154.7187999999 4908855, 518147.3437999999 4908872.5, 518151.5625 4908892, 518163.75 4908898))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1989,,18.94583892,4989,Easement,,1937,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Henry Cove,Henry Cove,No public access,,,,0,"POLYGON ((518060.3913000003 4909404.9474, 518073.5573000005 4909369.8616, 518091.2364999996 4909337.5447, 518096.7538000001 4909318.6471, 518085.3433999997 4909257.1327, 518090.7559000002 4909239.2905, 518094.0880000005 4909209.4177, 518078.1196999997 4909171.5879, 518090.2725 4909149.5887, 518094.7951999996 4909116.4837, 518105.4939999999 4909093.0768, 518101.3118000003 4909072.5461, 518102.7346000001 4909045.0294, 518100.9315999998 4908985.100400001, 518098.0195000004 4908941.649599999, 518108.3454999998 4908905.638800001, 518107.2049000002 4908891.9516, 518102.7346000001 4908883.5956, 518090.9497999996 4908868.8577, 517971.7350000003 4908859.7775, 517930.7149999999 4909398.3312, 518060.3913000003 4909404.9474))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2012,,49.53074812,5273,Easement,,2677,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Herrick Bay CE,Herrick Bay CE,No public access,,,,0,"POLYGON ((537291.9638999999 4901405.188100001, 537170.2699999996 4901151.499299999, 537157.9357000003 4901126.751599999, 537151.5 4901124.5, 537094.25 4901116.5, 537036.9375 4901116, 536993 4901123, 536962.5 4901131, 536941.8125 4901125.5, 536921.75 4901114, 536908.375 4901111.5, 536890 4901116.5, 536839.3125 4901137, 536816.75 4901136, 536782.5625 4901145, 536756.9375 4901158, 536711.625 4901195.5, 536693.25 4901207.5, 536652.375 4901213, 536635.875 4901218, 536626.0625 4901231, 536605.25 4901250.5, 536600.25 4901270, 536606.25 4901291, 536618.9375 4901310, 536706.5 4901347, 536724.875 4901337.5, 536751.875 4901298.5, 536774.5 4901288, 536816 4901280.5, 536886.125 4901281.5, 536907.375 4901297, 536924.25 4901333, 536942.375 4901355.5, 536958.125 4901380, 536962.875 4901406, 536955.875 4901453.5, 536961.1875 4901496.5, 536968.9375 4901519, 536966.5662000002 4901536.5483, 536962.2202000003 4901543.591700001, 536950.4616999999 4901559.2873, 537019.7016000003 4901772.8945, 537138.3778999997 4901811.5175, 537180.3547 4901429.3586, 537291.9638999999 4901405.188100001))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2012,,13.57512796,5072,Fee,,2597,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Hickey Island,Hickey Island,Contact landowner for additional information,,,,0,"POLYGON ((624693.4375 4939290.5, 624699.5 4939298.5, 624698.9375 4939317.5, 624701.4375 4939327.5, 624696.5 4939334.5, 624677 4939334.5, 624675.8125 4939328.5, 624664.25 4939325.5, 624653.25 4939328.5, 624633.125 4939329.5, 624631.3125 4939326.5, 624628.9375 4939333.5, 624624 4939336.5, 624625.8125 4939346.5, 624621.5 4939350.5, 624642.9375 4939370.5, 624647.25 4939380.5, 624644.25 4939385.5, 624638.75 4939383.5, 624637.5 4939386.5, 624641.25 4939393.5, 624644.9375 4939397.5, 624650.9375 4939397.5, 624672.3125 4939407.5, 624665 4939409.5, 624657.75 4939415.5, 624640 4939416.5, 624644.9375 4939425.5, 624644.9375 4939430.5, 624638.25 4939444.5, 624639.5 4939460.5, 624646.25 4939465.5, 624654.75 4939466.5, 624684.625 4939456.5, 624715.125 4939462.5, 624732.8125 4939471.5, 624749.3125 4939492.5, 624760.9375 4939512.5, 624768.25 4939510.5, 624772.5 4939527.5, 624779.25 4939540.5, 624795.75 4939551.5, 624800.625 4939552.5, 624800 4939565.5, 624806.125 4939556.5, 624818.3125 4939556.5, 624822.625 4939558.5, 624821.4375 4939571.5, 624831.25 4939576.5, 624836.625 4939572.5, 624843.9375 4939572.5, 624856.75 4939580.5, 624866.5 4939573.5, 624872 4939573.5, 624893.9375 4939543.5, 624898.125 4939528.5, 624890.25 4939519.5, 624903.625 4939520.5, 624904.8125 4939514.5, 624890.125 4939490.5, 624877.25 4939463.5, 624874.75 4939424.5, 624886.9375 4939426.5, 624891.25 4939421.5, 624875.9375 4939394.5, 624874.75 4939389.5, 624877.125 4939379.5, 624874 4939375.5, 624866.75 4939374.5, 624863.75 4939370.5, 624859.9375 4939328.5, 624862.9375 4939320.5, 624859.25 4939311.5, 624866 4939307.5, 624866 4939303.5, 624873.25 4939298.5, 624879.4375 4939297.5, 624884.25 4939292.5, 624884.8125 4939288.5, 624891.5 4939285.5, 624891.5 4939280.5, 624877.4375 4939260.5, 624863.4375 4939257.5, 624850.5 4939232.5, 624853.625 4939224.5, 624851.25 4939220.5, 624817 4939198.5, 624814.5 4939202.5, 624809 4939202.5, 624807.25 4939192.5, 624802.3125 4939192.5, 624796.9375 4939199.5, 624787.75 4939192.5, 624782.8125 4939192.5, 624785.25 4939198.5, 624782.9375 4939210.5, 624776.75 4939217.5, 624778 4939222.5, 624784.75 4939222.5, 624789.625 4939234.5, 624795.75 4939237.5, 624803 4939232.5, 624805.5 4939237.5, 624801.8125 4939242.5, 624802.4375 4939248.5, 624813.4375 4939256.5, 624812.9375 4939276.5, 624810.4375 4939281.5, 624799.5 4939286.5, 624797.75 4939302.5, 624794.625 4939309.5, 624783 4939315.5, 624770.25 4939315.5, 624754.4375 4939308.5, 624736.125 4939307.5, 624714.125 4939301.5, 624704.4375 4939294.5, 624708 4939288.5, 624693.4375 4939290.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1982,,12.313533,5166,Easement,,1304,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,High Head,High Head,Contact landowner for additional information,,,,0,"POLYGON ((548814.6688999999 4889663.8785, 548779.9209000003 4889677.6809, 548671.1146 4889722.1954, 548595.4521000003 4889879.144099999, 548641.1657999996 4889880.316199999, 548686.3984000003 4889959.779300001, 548749.5894999998 4889967.6413, 548774.7906999998 4889948.8869, 548799.9918999998 4889927.7882, 548838.1491 4889885.781500001, 548830.4676999999 4889863.906199999, 548835.7423999999 4889851.5986, 548833.6497999998 4889830.7819, 548838.1152999997 4889821.7192, 548851.4581000004 4889811.102299999, 548858.2127 4889799.782500001, 548857.7708000001 4889786.712200001, 548852.1754999999 4889770.069599999, 548852.4007000001 4889753.7828, 548840.9846999999 4889731.3325, 548837.2544999998 4889712.537799999, 548831.8329999996 4889700.185900001, 548825.2028999999 4889695.034299999, 548814.6688999999 4889663.8785))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2009,,78.39087401,5253,Fee,Easement,2541,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,US National Park Service,Federal,,,,Data provided by Interest1,Hog Island - Brooklin,Hog Island - Brooklin,Contact landowner for additional information,,,,0,"POLYGON ((536261.375 4896931.5, 536255.375 4896915.0001, 536253.6875 4896888.0001, 536257.4375 4896874.0001, 536305.8751999997 4896821.9999, 536315.0000999998 4896816.5, 536324.8125 4896816, 536348.4374000002 4896842.0001, 536359.9375999998 4896849.0001, 536359.3126999997 4896855.0001, 536362.9376999997 4896863.5, 536369 4896866, 536391 4896856.5, 536394.7501999997 4896847.5, 536391.6875999998 4896844.9999, 536381.3125999998 4896843.5001, 536372.8125 4896837.5, 536364.25 4896842.0001, 536349.1250999998 4896824.5001, 536347.3125999998 4896817.0002, 536350.0625 4896761, 536356.8125 4896754.5002, 536383 4896752.4999, 536388.625 4896737.0001, 536402.6875999998 4896729.0001, 536422.8125 4896722.5002, 536449.6249000002 4896727.5, 536459.9999000002 4896725.0001, 536463.6875 4896719.0002, 536461.375 4896693, 536464.4375999998 4896689.0002, 536487.6250999998 4896684.0001, 536493.6875 4896689.9999, 536498.0001999997 4896687.0001, 536500.5 4896677.0001, 536518.1875999998 4896666.5001, 536528.6250999998 4896656.0001, 536539.75 4896627.5, 536547.7500999998 4896619.5002, 536556.2499000002 4896618.5, 536569.8125999998 4896596.5002, 536566.1875999998 4896586.5001, 536555.2500999998 4896581.5, 536552.8125 4896577.5001, 536555.9375 4896565.5, 536548.0625999998 4896559.0001, 536536.5 4896557.5001, 536524.8750999998 4896561.5001, 536510.1874000002 4896572.5, 536498.0001999997 4896574.0001, 536467.5 4896568.0001, 536429.8125 4896554.0001, 536403.125 4896533.5, 536395.875 4896515.0001, 536391.0624000002 4896509, 536374.0000999998 4896507.5002, 536364.8751999997 4896499.0001, 536364.9375999998 4896485.0001, 536360.6874000002 4896482, 536333.875 4896477.5001, 536314.3125 4896486.5001, 536305.1875 4896487.4999, 536295.4376999997 4896483.0001, 536271.0000999998 4896493, 536246.5625 4896510.5, 536237.375 4896514, 536225.1875 4896515.0001, 536216.6249000002 4896519, 536202.5625 4896530.5002, 536191.5625 4896530.5002, 536184.875 4896533, 536175.0625999998 4896541.5001, 536162.2500999998 4896547.9999, 536126.6875999998 4896580.5001, 536105.3750999998 4896579.9999, 536095 4896584.0001, 536091.875 4896592, 536093.6875 4896600.0002, 536118.5 4896635, 536122.0625 4896652.5001, 536120.1250999998 4896668.9999, 536101.6875999998 4896697, 536090.0625 4896705.0001, 536087.5626999997 4896716.0001, 536094.5626999997 4896771.9999, 536102.4375 4896781.5001, 536109.75 4896783.0001, 536129.1875999998 4896801.5001, 536141.9375 4896807.5, 536159.4999000002 4896831.0002, 536174.6875999998 4896846, 536181.3749000002 4896846, 536188.6250999998 4896856.5, 536197.6250999998 4896878.0001, 536200.0000999998 4896895.0001, 536195.6249000002 4896913.5, 536182.1875999998 4896925.5001, 536156.9375999998 4896963.5001, 536123.9375 4896980.5001, 536106.8750999998 4896983.4999, 536092.3124000002 4896971.5002, 536086.1875999998 4896972.0001, 536075.1876999997 4896977.5001, 536049.625 4896976, 535951.9374000002 4896995.5, 535924.5625 4896994, 535894.125 4896984.0001, 535871.0625999998 4896963.5001, 535859.5624000002 4896944.5, 535858.4375999998 4896932, 535865.875 4896911.5001, 535864.6874000002 4896900.5002, 535861.0624000002 4896892.9999, 535853.7499000002 4896892.0001, 535841.5625 4896897.0002, 535814.5 4896937.5, 535802.8750999998 4896948, 535789.4375 4896953.0001, 535784.5 4896958.5, 535782.0000999998 4896968.5001, 535786.5625 4897027.5, 535790.1875 4897037.5001, 535795.6876999997 4897041.5, 535799.8125999998 4897063.5, 535804.6250999998 4897074, 535788.6876999997 4897093.0001, 535781.8750999998 4897108.5002, 535779.9376999997 4897133, 535773.0626999997 4897164, 535762.0001999997 4897186, 535747.8751999997 4897196.0001, 535728.3125999998 4897205, 535720.375 4897213, 535716.6875 4897223.5, 535718.9375 4897257.4999, 535712.7500999998 4897266, 535715.7500999998 4897276.0001, 535724.3125 4897281.0001, 535737.1251999997 4897272.5001, 535743.8125 4897271, 535761.3125 4897315.0001, 535761.25 4897322.0001, 535766.6875 4897331.5, 535773.375 4897336.5001, 535783.7500999998 4897335, 535792.8750999998 4897340.5, 535831.8750999998 4897341.5001, 535845.7501999997 4897362.5002, 535852.4374000002 4897365, 535859.1874000002 4897364.5001, 535868.9376999997 4897359.0002, 535889.8125 4897338.5, 535909.3749000002 4897326.5, 535913.1250999998 4897311.0002, 535920.4375999998 4897306.0001, 535939.9375999998 4897302.5001, 535945.5000999998 4897291, 535946.1875 4897281.0001, 535952.2501999997 4897281.0001, 535967.4375 4897290.0001, 535977.1875999998 4897292.0001, 535982.6250999998 4897306.0001, 536003.8750999998 4897327.0002, 536001.375 4897334.5001, 536002.5625999998 4897342, 536006.1875 4897345.5, 536014.7500999998 4897345.0001, 536045.3125999998 4897325, 536057.5625999998 4897313.5001, 536076.4374000002 4897316, 536087.5000999998 4897306.5001, 536094.7500999998 4897312, 536114.2500999998 4897315.0001, 536117.2499000002 4897321.5, 536111.1250999998 4897331.5, 536111.6875 4897337, 536117.7500999998 4897346.5002, 536126.8750999998 4897347.5, 536157.375 4897343.5001, 536165.9375999998 4897335.5, 536164.2500999998 4897315.0001, 536166.0625999998 4897311.0002, 536172.8125999998 4897310.0001, 536182.5000999998 4897318, 536188.6250999998 4897318, 536192.3126999997 4897315.0001, 536194.8125 4897295.0001, 536188.8750999998 4897273, 536187.0626999997 4897259.5002, 536188.9375999998 4897251.5001, 536203.6250999998 4897243.5002, 536206.7500999998 4897233.5, 536212.2500999998 4897227.5002, 536232.9374000002 4897231.0002, 536242.75 4897229.5001, 536264.125 4897216, 536270.3125999998 4897205, 536269.75 4897189.9999, 536274.6875999998 4897184.4999, 536282 4897184, 536287.4375 4897191, 536292.3125999998 4897193, 536298.375 4897191, 536297.8125 4897182.5, 536300.3124000002 4897175.0001, 536310.1250999998 4897170, 536319.25 4897169.0001, 536318.0625 4897161.4999, 536321.7499000002 4897154.5002, 536329.6875 4897150.5, 536340.6875999998 4897151.0001, 536345.0000999998 4897137.0001, 536364.5626999997 4897133, 536377.3750999998 4897127.5, 536382.2499000002 4897133, 536407.875 4897121.0002, 536413.4375 4897114.5, 536411.0000999998 4897108.5002, 536403.7500999998 4897100.9999, 536405 4897087.0001, 536415.5 4897068.5, 536430.8125999998 4897056, 536435.125 4897045, 536435.1875 4897036.0001, 536432.7500999998 4897033.4999, 536427.2500999998 4897034.0001, 536418.1250999998 4897029.0001, 536406 4897018.0001, 536392.625 4897010.5002, 536390.1875999998 4897007.0002, 536390.25 4896998.5001, 536330.0625 4896971.5002, 536311.8125999998 4896967.0001, 536281.875 4896969, 536270.3751999997 4896955.5002, 536261.375 4896931.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1999,,18.88370995,5044,Easement,,1810,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Holiday Haven,Holiday Haven,No public access,,,,0,"POLYGON ((435181.5014000004 4845584.3155, 435167.3282000003 4845537.0715, 435146.0684000002 4845418.9614, 435136.6195999999 4845364.630799999, 435122.4463999998 4845374.079600001, 434938.1946999999 4845539.433700001, 434980.1584999999 4845707.288899999, 435030.3205000004 4845893.763900001, 435228.7455000002 4845792.189200001, 435198.0367999999 4845688.2524, 435065.7536000004 4845815.8112, 435030.3205000004 4845752.0318, 435179.1392000001 4845626.835100001, 435181.5014000004 4845584.3155))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1999,,65.59089041,5045,Easement,,1810,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Holiday Haven,Holiday Haven,Contact landowner for additional information,,,,0,"POLYGON ((435597.8707999997 4845217.717599999, 435591.4687999999 4845209, 435595.4062999999 4845170, 435595.4687999999 4845122, 435592.75 4845084, 435594.125 4845066, 435585.3437999999 4845004, 435587.4687999999 4844966, 435580.3437999999 4844948.5, 435574.0625 4844941, 435567.1562999999 4844906.5, 435564.625 4844877.5, 435554.6875 4844845, 435533.7105 4844791.446699999, 435129.5329999998 4845111.8752, 435138.9818000002 4845140.2216, 435150.7927999999 4845170.930299999, 435146.0684000002 4845239.4341, 435146.0684000002 4845324.473300001, 435167.3282000003 4845452.032199999, 435190.9501999998 4845548.8825, 435257.0919000003 4845789.827, 435590.1623 4845244.158500001, 435597.8707999997 4845217.717599999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2010,,5.92839209,5061,Easement,,2562,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Hospital Island,Hospital Island,No public access,,,,0,"POLYGON ((516700.625 4914224.5, 516716.4375 4914238, 516723.7812999999 4914237, 516733.5312999999 4914229.5, 516737.8437999999 4914216, 516733.6875 4914167.5, 516727.625 4914149, 516717.3125 4914131.5, 516688.125 4914099.5, 516682.6562999999 4914085.5, 516676.125 4914015.5, 516672.5312999999 4913987.5, 516669.5 4913979.5, 516660.375 4913973.5, 516643.9062999999 4913974, 516617.0625 4913988.5, 516606.6562999999 4913998.5, 516599.9375 4914010.5, 516607.7187999999 4914066.5, 516604.6562999999 4914078, 516592.4375 4914088.5, 516588.75 4914097, 516613 4914153, 516614.7812999999 4914174.5, 516610.4375 4914209, 516618.3437999999 4914224.5, 516630.5312999999 4914229.5, 516648.1875 4914231.5, 516678.6875 4914220.5, 516700.625 4914224.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2007,,9.34834987,5041,Fee,,2391,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Huckleberry (Green) Island,Huckleberry (Green) Island,Contact landowner for additional information,,,,0,"POLYGON ((522291.0312999999 4917773, 522296.5 4917779, 522305.0312999999 4917783.5, 522321.5 4917776.5, 522374.1562999999 4917721, 522397.375 4917703, 522406 4917679.5, 522438.4687999999 4917640, 522446.4375 4917627, 522448.2812999999 4917619, 522442.2812999999 4917600.5, 522431.3125 4917595, 522402.625 4917601.5, 522349.5 4917627, 522327.5312999999 4917632, 522262.4375 4917595.5, 522214.375 4917573.5, 522174.7812999999 4917567, 522161.9375 4917573.5, 522141.1562999999 4917591, 522105.5625 4917656, 522107.3437999999 4917670, 522132.2187999999 4917693.5, 522156.5625 4917706, 522183.375 4917709.5, 522250.4687999999 4917698, 522268.125 4917708, 522277.8125 4917724.5, 522291.0312999999 4917773))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
